"volume_id","book_id","chapter_id","verse_id","volume_title","book_title","volume_long_title","book_long_title","volume_subtitle","book_subtitle","volume_short_title","book_short_title","volume_lds_url","book_lds_url","chapter_number","verse_number","scripture_text","verse_title","verse_short_title"
"1","2","68","2020","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","18","20","And thou shalt teach them ordinances and laws, and shalt shew them the way wherein they must walk, and the work that they must do.","Exodus 18:20","Ex. 18:20"
"1","2","70","2061","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","20","9","Six days shalt thou labour, and do all thy work:","Exodus 20:9","Ex. 20:9"
"1","2","70","2062","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","20","10","But the seventh day is the sabbath of the Lord thy God: in it thou shalt not do any work, thou, nor thy son, nor thy daughter, thy manservant, nor thy maidservant, nor thy cattle, nor thy stranger that is within thy gates:","Exodus 20:10","Ex. 20:10"
"1","2","73","2157","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","23","12","Six days thou shalt do thy work, and on the seventh day thou shalt rest: that thine ox and thine ass may rest, and the son of thy handmaid, and the stranger, may be refreshed.","Exodus 23:12","Ex. 23:12"
"1","2","73","2169","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","23","24","Thou shalt not bow down to their gods, nor serve them, nor do after their works: but thou shalt utterly overthrow them, and quite break down their images.","Exodus 23:24","Ex. 23:24"
"1","2","74","2188","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","24","10","And they saw the God of Israel: and there was under his feet as it were a paved work of a sapphire stone, and as it were the body of heaven in his clearness.","Exodus 24:10","Ex. 24:10"
"1","2","75","2214","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","25","18","And thou shalt make two cherubims of gold, of beaten work shalt thou make them, in the two ends of the mercy seat.","Exodus 25:18","Ex. 25:18"
"1","2","75","2227","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","25","31","And thou shalt make a candlestick of pure gold: of beaten work shall the candlestick be made: his shaft, and his branches, his bowls, his knops, and his flowers, shall be of the same.","Exodus 25:31","Ex. 25:31"
"1","2","75","2232","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","25","36","Their knops and their branches shall be of the same: all it shall be one beaten work of pure gold.","Exodus 25:36","Ex. 25:36"
"1","2","76","2237","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","26","1","Moreover thou shalt make the tabernacle with ten curtains of fine twined linen, and blue, and purple, and scarlet: with cherubims of cunning work shalt thou make them.","Exodus 26:1","Ex. 26:1"
"1","2","76","2267","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","26","31","And thou shalt make a veil of blue, and purple, and scarlet, and fine twined linen of cunning work: with cherubims shall it be made:","Exodus 26:31","Ex. 26:31"
"1","2","76","2272","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","26","36","And thou shalt make an hanging for the door of the tent, of blue, and purple, and scarlet, and fine twined linen, wrought with needlework.","Exodus 26:36","Ex. 26:36"
"1","2","77","2277","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","27","4","And thou shalt make for it a grate of network of brass; and upon the net shalt thou make four brasen rings in the four corners thereof.","Exodus 27:4","Ex. 27:4"
"1","2","77","2289","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","27","16","And for the gate of the court shall be an hanging of twenty cubits, of blue, and purple, and scarlet, and fine twined linen, wrought with needlework: and their pillars shall be four, and their sockets four.","Exodus 27:16","Ex. 27:16"
"1","2","78","2300","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","6","And they shall make the ephod of gold, of blue, and of purple, of scarlet, and fine twined linen, with cunning work.","Exodus 28:6","Ex. 28:6"
"1","2","78","2302","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","8","And the curious girdle of the ephod, which is upon it, shall be of the same, according to the work thereof; even of gold, of blue, and purple, and scarlet, and fine twined linen.","Exodus 28:8","Ex. 28:8"
"1","2","78","2305","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","11","With the work of an engraver in stone, like the engravings of a signet, shalt thou engrave the two stones with the names of the children of Israel: thou shalt make them to be set in ouches of gold.","Exodus 28:11","Ex. 28:11"
"1","2","78","2308","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","14","And two chains of pure gold at the ends; of wreathen work shalt thou make them, and fasten the wreathen chains to the ouches.","Exodus 28:14","Ex. 28:14"
"1","2","78","2309","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","15","And thou shalt make the breastplate of judgment with cunning work; after the work of the ephod thou shalt make it; of gold, of blue, and of purple, and of scarlet, and of fine twined linen, shalt thou make it.","Exodus 28:15","Ex. 28:15"
"1","2","78","2316","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","22","And thou shalt make upon the breastplate chains at the ends of wreathen work of pure gold.","Exodus 28:22","Ex. 28:22"
"1","2","78","2326","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","32","And there shall be an hole in the top of it, in the midst thereof: it shall have a binding of woven work round about the hole of it, as it were the hole of an habergeon, that it be not rent.","Exodus 28:32","Ex. 28:32"
"1","2","78","2333","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","28","39","And thou shalt embroider the coat of fine linen, and thou shalt make the mitre of fine linen, and thou shalt make the girdle of needlework.","Exodus 28:39","Ex. 28:39"
"1","2","81","2424","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","31","3","And I have filled him with the spirit of God, in wisdom, and in understanding, and in knowledge, and in all manner of workmanship,","Exodus 31:3","Ex. 31:3"
"1","2","81","2425","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","31","4","To devise cunning works, to work in gold, and in silver, and in brass,","Exodus 31:4","Ex. 31:4"
"1","2","81","2426","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","31","5","And in cutting of stones, to set them, and in carving of timber, to work in all manner of workmanship.","Exodus 31:5","Ex. 31:5"
"1","2","81","2435","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","31","14","Ye shall keep the sabbath therefore; for it is holy unto you: every one that defileth it shall surely be put to death: for whosoever doeth any work therein, that soul shall be cut off from among his people.","Exodus 31:14","Ex. 31:14"
"1","2","81","2436","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","31","15","Six days may work be done; but in the seventh is the sabbath of rest, holy to the Lord: whosoever doeth any work in the sabbath day, he shall surely be put to death.","Exodus 31:15","Ex. 31:15"
"1","2","82","2455","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","32","16","And the tables were the work of God, and the writing was the writing of God, graven upon the tables.","Exodus 32:16","Ex. 32:16"
"1","2","84","2507","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","34","10","And he said, Behold, I make a covenant: before all thy people I will do marvels, such as have not been done in all the earth, nor in any nation: and all the people among which thou art shall see the work of the Lord: for it is a terrible thing that I will do with thee.","Exodus 34:10","Ex. 34:10"
"1","2","84","2518","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","34","21","Six days thou shalt work, but on the seventh day thou shalt rest: in earing time and in harvest thou shalt rest.","Exodus 34:21","Ex. 34:21"
"1","2","85","2534","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","2","Six days shall work be done, but on the seventh day there shall be to you an holy day, a sabbath of rest to the Lord: whosoever doeth work therein shall be put to death.","Exodus 35:2","Ex. 35:2"
"1","2","85","2553","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","21","And they came, every one whose heart stirred him up, and every one whom his spirit made willing, and they brought the Lord's offering to the work of the tabernacle of the congregation, and for all his service, and for the holy garments.","Exodus 35:21","Ex. 35:21"
"1","2","85","2556","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","24","Every one that did offer an offering of silver and brass brought the Lord's offering: and every man, with whom was found shittim wood for any work of the service, brought it.","Exodus 35:24","Ex. 35:24"
"1","2","85","2561","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","29","The children of Israel brought a willing offering unto the Lord, every man and woman, whose heart made them willing to bring for all manner of work, which the Lord had commanded to be made by the hand of Moses.","Exodus 35:29","Ex. 35:29"
"1","2","85","2563","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","31","And he hath filled him with the spirit of God, in wisdom, in understanding, and in knowledge, and in all manner of workmanship;","Exodus 35:31","Ex. 35:31"
"1","2","85","2564","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","32","And to devise curious works, to work in gold, and in silver, and in brass,","Exodus 35:32","Ex. 35:32"
"1","2","85","2565","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","33","And in the cutting of stones, to set them, and in carving of wood, to make any manner of cunning work.","Exodus 35:33","Ex. 35:33"
"1","2","85","2567","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","35","35","Them hath he filled with wisdom of heart, to work all manner of work, of the engraver, and of the cunning workman, and of the embroiderer, in blue, and in purple, in scarlet, and in fine linen, and of the weaver, even of them that do any work, and of those that devise cunning work.","Exodus 35:35","Ex. 35:35"
"1","2","86","2568","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","1","Then wrought Bezaleel and Aholiab, and every wise hearted man, in whom the Lord put wisdom and understanding to know how to work all manner of work for the service of the sanctuary, according to all that the Lord had commanded.","Exodus 36:1","Ex. 36:1"
"1","2","86","2569","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","2","And Moses called Bezaleel and Aholiab, and every wise hearted man, in whose heart the Lord had put wisdom, even every one whose heart stirred him up to come unto the work to do it:","Exodus 36:2","Ex. 36:2"
"1","2","86","2570","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","3","And they received of Moses all the offering, which the children of Israel had brought for the work of the service of the sanctuary, to make it withal. And they brought yet unto him free offerings every morning.","Exodus 36:3","Ex. 36:3"
"1","2","86","2571","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","4","And all the wise men, that wrought all the work of the sanctuary, came every man from his work which they made;","Exodus 36:4","Ex. 36:4"
"1","2","86","2572","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","5","And they spake unto Moses, saying, The people bring much more than enough for the service of the work, which the Lord commanded to make.","Exodus 36:5","Ex. 36:5"
"1","2","86","2573","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","6","And Moses gave commandment, and they caused it to be proclaimed throughout the camp, saying, Let neither man nor woman make any more work for the offering of the sanctuary. So the people were restrained from bringing.","Exodus 36:6","Ex. 36:6"
"1","2","86","2574","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","7","For the stuff they had was sufficient for all the work to make it, and too much.","Exodus 36:7","Ex. 36:7"
"1","2","86","2575","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","8","And every wise hearted man among them that wrought the work of the tabernacle made ten curtains of fine twined linen, and blue, and purple, and scarlet: with cherubims of cunning work made he them.","Exodus 36:8","Ex. 36:8"
"1","2","86","2602","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","35","And he made a veil of blue, and purple, and scarlet, and fine twined linen: with cherubims made he it of cunning work.","Exodus 36:35","Ex. 36:35"
"1","2","86","2604","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","36","37","And he made an hanging for the tabernacle door of blue, and purple, and scarlet, and fine twined linen, of needlework;","Exodus 36:37","Ex. 36:37"
"1","2","87","2622","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","37","17","And he made the candlestick of pure gold: of beaten work made he the candlestick; his shaft, and his branch, his bowls, his knops, and his flowers, were of the same:","Exodus 37:17","Ex. 37:17"
"1","2","87","2627","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","37","22","Their knops and their branches were of the same: all of it was one beaten work of pure gold.","Exodus 37:22","Ex. 37:22"
"1","2","87","2634","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","37","29","And he made the holy anointing oil, and the pure incense of sweet spices, according to the work of the apothecary.","Exodus 37:29","Ex. 37:29"
"1","2","88","2638","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","38","4","And he made for the altar a brasen grate of network under the compass thereof beneath unto the midst of it.","Exodus 38:4","Ex. 38:4"
"1","2","88","2652","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","38","18","And the hanging for the gate of the court was needlework, of blue, and purple, and scarlet, and fine twined linen: and twenty cubits was the length, and the height in the breadth was five cubits, answerable to the hangings of the court.","Exodus 38:18","Ex. 38:18"
"1","2","88","2657","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","38","23","And with him was Aholiab, son of Ahisamach, of the tribe of Dan, an engraver, and a cunning workman, and an embroiderer in blue, and in purple, and in scarlet, and fine linen.","Exodus 38:23","Ex. 38:23"
"1","2","88","2658","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","38","24","All the gold that was occupied for the work in all the work of the holy place, even the gold of the offering, was twenty and nine talents, and seven hundred and thirty shekels, after the shekel of the sanctuary.","Exodus 38:24","Ex. 38:24"
"1","2","89","2668","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","3","And they did beat the gold into thin plates, and cut it into wires, to work it in the blue, and in the purple, and in the scarlet, and in the fine linen, with cunning work.","Exodus 39:3","Ex. 39:3"
"1","2","89","2670","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","5","And the curious girdle of his ephod, that was upon it, was of the same, according to the work thereof; of gold, blue, and purple, and scarlet, and fine twined linen; as the Lord commanded Moses.","Exodus 39:5","Ex. 39:5"
"1","2","89","2673","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","8","And he made the breastplate of cunning work, like the work of the ephod; of gold, blue, and purple, and scarlet, and fine twined linen.","Exodus 39:8","Ex. 39:8"
"1","2","89","2680","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","15","And they made upon the breastplate chains at the ends, of wreathen work of pure gold.","Exodus 39:15","Ex. 39:15"
"1","2","89","2687","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","22","And he made the robe of the ephod of woven work, all of blue.","Exodus 39:22","Ex. 39:22"
"1","2","89","2692","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","27","And they made coats of fine linen of woven work for Aaron, and for his sons,","Exodus 39:27","Ex. 39:27"
"1","2","89","2694","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","29","And a girdle of fine twined linen, and blue, and purple, and scarlet, of needlework; as the Lord commanded Moses.","Exodus 39:29","Ex. 39:29"
"1","2","89","2697","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","32","Thus was all the work of the tabernacle of the tent of the congregation finished: and the children of Israel did according to all that the Lord commanded Moses, so did they.","Exodus 39:32","Ex. 39:32"
"1","2","89","2707","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","42","According to all that the Lord commanded Moses, so the children of Israel made all the work.","Exodus 39:42","Ex. 39:42"
"1","2","89","2708","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","39","43","And Moses did look upon all the work, and, behold, they had done it as the Lord had commanded, even so had they done it: and Moses blessed them.","Exodus 39:43","Ex. 39:43"
"1","2","90","2741","Old Testament","Exodus","The Old Testament","The Second Book of Moses called Exodus","","","OT","Ex.","ot","ex","40","33","And he reared up the court round about the tabernacle and the altar, and set up the hanging of the court gate. So Moses finished the work.","Exodus 40:33","Ex. 40:33"
"1","3","101","3030","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","11","32","And upon whatsoever any of them, when they are dead, doth fall, it shall be unclean; whether it be any vessel of wood, or raiment, or skin, or sack, whatsoever vessel it be, wherein any work is done, it must be put into water, and it shall be unclean until the even; so it shall be cleansed.","Leviticus 11:32","Lev. 11:32"
"1","3","103","3104","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","13","51","And he shall look on the plague on the seventh day: if the plague be spread in the garment, either in the warp, or in the woof, or in a skin, or in any work that is made of skin; the plague is a fretting leprosy; it is unclean.","Leviticus 13:51","Lev. 13:51"
"1","3","106","3231","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","16","29","And this shall be a statute for ever unto you: that in the seventh month, on the tenth day of the month, ye shall afflict your souls, and do no work at all, whether it be one of your own country, or a stranger that sojourneth among you:","Leviticus 16:29","Lev. 16:29"
"1","3","113","3406","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","3","Six days shall work be done: but the seventh day is the sabbath of rest, an holy convocation; ye shall do no work therein: it is the sabbath of the Lord in all your dwellings.","Leviticus 23:3","Lev. 23:3"
"1","3","113","3410","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","7","In the first day ye shall have an holy convocation: ye shall do no servile work therein.","Leviticus 23:7","Lev. 23:7"
"1","3","113","3411","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","8","But ye shall offer an offering made by fire unto the Lord seven days: in the seventh day is an holy convocation: ye shall do no servile work therein.","Leviticus 23:8","Lev. 23:8"
"1","3","113","3424","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","21","And ye shall proclaim on the selfsame day, that it may be an holy convocation unto you: ye shall do no servile work therein: it shall be a statute for ever in all your dwellings throughout your generations.","Leviticus 23:21","Lev. 23:21"
"1","3","113","3428","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","25","Ye shall do no servile work therein: but ye shall offer an offering made by fire unto the Lord.","Leviticus 23:25","Lev. 23:25"
"1","3","113","3431","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","28","And ye shall do no work in that same day: for it is a day of atonement, to make an atonement for you before the Lord your God.","Leviticus 23:28","Lev. 23:28"
"1","3","113","3433","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","30","And whatsoever soul it be that doeth any work in that same day, the same soul will I destroy from among his people.","Leviticus 23:30","Lev. 23:30"
"1","3","113","3434","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","31","Ye shall do no manner of work: it shall be a statute for ever throughout your generations in all your dwellings.","Leviticus 23:31","Lev. 23:31"
"1","3","113","3438","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","35","On the first day shall be an holy convocation: ye shall do no servile work therein.","Leviticus 23:35","Lev. 23:35"
"1","3","113","3439","Old Testament","Leviticus","The Old Testament","The Third Book of Moses called Leviticus","","","OT","Lev.","ot","lev","23","36","Seven days ye shall offer an offering made by fire unto the Lord: on the eighth day shall be an holy convocation unto you; and ye shall offer an offering made by fire unto the Lord: it is a solemn assembly; and ye shall do no servile work therein.","Leviticus 23:36","Lev. 23:36"
"1","4","121","3747","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","4","3","From thirty years old and upward even until fifty years old, all that enter into the host, to do the work in the tabernacle of the congregation.","Numbers 4:3","Num. 4:3"
"1","4","121","3767","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","4","23","From thirty years old and upward until fifty years old shalt thou number them; all that enter in to perform the service, to do the work in the tabernacle of the congregation.","Numbers 4:23","Num. 4:23"
"1","4","121","3774","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","4","30","From thirty years old and upward even unto fifty years old shalt thou number them, every one that entereth into the service, to do the work of the tabernacle of the congregation.","Numbers 4:30","Num. 4:30"
"1","4","121","3779","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","4","35","From thirty years old and upward even unto fifty years old, every one that entereth into the service, for the work in the tabernacle of the congregation:","Numbers 4:35","Num. 4:35"
"1","4","121","3783","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","4","39","From thirty years old and upward even unto fifty years old, every one that entereth into the service, for the work in the tabernacle of the congregation,","Numbers 4:39","Num. 4:39"
"1","4","121","3787","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","4","43","From thirty years old and upward even unto fifty years old, every one that entereth into the service, for the work in the tabernacle of the congregation,","Numbers 4:43","Num. 4:43"
"1","4","125","3944","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","8","4","And this work of the candlestick was of beaten gold, unto the shaft thereof, unto the flowers thereof, was beaten work: according unto the pattern which the Lord had shewed Moses, so he made the candlestick.","Numbers 8:4","Num. 8:4"
"1","4","133","4223","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","16","28","And Moses said, Hereby ye shall know that the Lord hath sent me to do all these works; for I have not done them of mine own mind.","Numbers 16:28","Num. 16:28"
"1","4","145","4596","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","28","18","In the first day shall be an holy convocation; ye shall do no manner of servile work therein:","Numbers 28:18","Num. 28:18"
"1","4","145","4603","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","28","25","And on the seventh day ye shall have an holy convocation; ye shall do no servile work.","Numbers 28:25","Num. 28:25"
"1","4","145","4604","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","28","26","Also in the day of the firstfruits, when ye bring a new meat offering unto the Lord, after your weeks be out, ye shall have an holy convocation; ye shall do no servile work:","Numbers 28:26","Num. 28:26"
"1","4","146","4610","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","29","1","And in the seventh month, on the first day of the month, ye shall have an holy convocation; ye shall do no servile work: it is a day of blowing the trumpets unto you.","Numbers 29:1","Num. 29:1"
"1","4","146","4616","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","29","7","And ye shall have on the tenth day of this seventh month an holy convocation; and ye shall afflict your souls: ye shall not do any work therein:","Numbers 29:7","Num. 29:7"
"1","4","146","4621","Old Testament","Numbers","The Old Testament","The Fourth Book of Moses called Numbers","","","OT","Num.","ot","num","29","12","And on the fifteenth day of the seventh month ye shall have an holy convocation; ye shall do no servile work, and ye shall keep a feast unto the Lord seven days:","Numbers 29:12","Num. 29:12"
